item,asin,precio,tienda,ok_online
1068499,B0C6XFFMC7,9.95,2,1
1068452,B0C1SLHN9R,9.95,2,1
1068437,B09TKMRDWD,9.95,2,1
1068559,B095JWMVSS,9.95,2,1
1068446,B0BP79DYK4,9.95,2,1
1068447,B0BP79DYK4,9.95,2,1
1068453,B09P8BVYSS,9.95,2,1
1068500,B0B3LDNS4T,9.95,2,1
1068440,B0D96476FN,9.95,2,1
1068439,B0D96476FN,9.95,2,1
1068497,B0D96476FN,9.95,2,1
1068430,B0C9C9W2S6,9.95,2,1
1068456,B0C9BZJTXD,9.95,2,1
1068429,B0C9BZJTXD,9.95,2,1
1068422,B0B3LDNS4T,9.95,2,1
1068421,B0B3LDNS4T,9.95,2,1
1068420,B0B3LDNS4T,9.95,2,1
1068369,B0C9C9ZVHR,9.95,2,1
1068359,B0DDSHN2H3,9.95,2,1
1068358,B0DCVLC5NR,9.95,2,1
1068413,B0CGZPXLZ5,9.95,2,1
1068436,B0CGZPXFP8,9.95,2,1
1068338,B0DZD96QPL,9.95,2,1
1068339,B0DZDBBWJ2,9.95,2,1
1068349,B0F7XQDR4N,9.95,2,1
1068332,B0F4DGW28F,9.95,2,1
1068327,B0BZY717JQ,9.95,2,1
1068328,B07FZZD564,9.95,2,1
1068329,B09S8K2RPK,9.95,2,1
1068488,B0C9C9W2S6,9.95,2,1
1068285,B09D7GRMJS,9.95,2,1
1068325,B09D7GRMJS,9.95,2,1
1068311,B09D6ZCVLX,9.95,2,1
1068306,B09QQNDHVX,9.95,2,1
1068300,B0DFGYXJ66,9.95,2,1
1068299,B0F1YL3BWC,9.95,2,1
1068322,B0FJM2F1GQ,9.95,2,1
1068493,B0CLV36SH4,9.95,2,1
1068491,B0CLV31LJ6,9.95,2,1
1068492,B0CLV3XTTZ,9.95,2,1
1068489,B0CLV184DC,9.95,2,1
1068490,B0CLV23PWF,9.95,2,1
1068305,B09QQNDHVX,9.95,2,1
1068308,B09QQNDHVX,9.95,2,1
1068303,B0912NGVJB,9.95,2,1
1068302,B08P77BDJ8,9.95,2,1
1068304,B09QQMKNHK,9.95,2,1
1067298,B07TD425SR,9.95,2,1
1068283,B0CP98CJBW,9.95,2,1
1068282,B0FL1Z5SKL,9.95,2,1
1068316,B0CZPF64HT,9.95,2,1
1068317,B0CZPF64HT,9.95,2,1
1068318,B0CZPF64HT,9.95,2,1
1068319,B0CZPF64HT,9.95,2,1
1068320,B0CZPF64HT,9.95,2,1
1068321,B0CZPF64HT,9.95,2,1
1068297,B0CZPF64HT,9.95,2,1
1068296,B0CZPF64HT,9.95,2,1
1068295,B0CZPF64HT,9.95,2,1
1068293,B0CZPF64HT,9.95,2,1
1068292,B0CZPF64HT,9.95,2,1
1068286,B0CZPF64HT,9.95,2,1
1068291,B0CZPF64HT,9.95,2,1
1068290,B0CZPF64HT,9.95,2,1
1068289,B0CZPF64HT,9.95,2,1
1068288,B0CZPF64HT,9.95,2,1
1068287,B0CZPF64HT,9.95,2,1
1068294,B0CZPF64HT,9.95,2,1
1067297,B0BRMK64Y3,10.95,2,1
1068365,B09C21VK63,10.95,2,1
1068360,B096R73BYK,10.95,2,1
1068280,B0DH292JYQ,13.95,2,1
1068557,B0DH26BX2S,13.95,2,1
1068506,B08TBDBKGS,14.95,2,1
1068508,B08TBDXG3H,14.95,2,1
1068507,B08TBDBKGS,14.95,2,1
1068343,B0CLJ88X9L,11.95,2,1
1068347,B08WHWTMZS,11.95,2,1
1068475,B0CQLP7DNQ,11.95,2,1
1068476,B0DKTTFHCP,11.95,2,1
1068435,B0CQRCCNKZ,11.95,2,1
1068504,B0CYLKWW2Q,11.95,2,1
1068558,B0D1QZYTDT,11.95,2,1
1068405,B08PPGFKL7,11.95,2,1
1068403,B08PPGFKL7,11.95,2,1
1068396,B08PPGFKL7,11.95,2,1
1068404,B08PPGFKL7,11.95,2,1
1068505,B0CYLKWW2Q,11.95,2,1
1068606,B09JW2FQQQ,11.95,3,1
1068599,B0F43SVNYR,11.95,3,1
1068603,B0F43SVNYR,11.95,3,1
1068278,B0913DGXVR,21.95,3,1
1068620,B0FD39G92L,8.95,3,1
1068619,B0FD39G92L,8.95,3,1
1068618,B0FD39G92L,8.95,3,1
1068617,B0FD39G92L,8.95,3,1
1068614,B0FJ8G752B,12.95,3,1
1068615,B0FJ8G752B,12.95,3,1
1068616,B0F4K7YSDD,21.95,3,1
1068630,B0GC73QG71,19.95,3,1
1068632,B0DL9XWT8K,9.95,3,1
1068639,B0DKNDTKVC,8.95,3,1
1068640,B0DKNDTKVC,8.95,3,1
1068642,B0DZ2L25JG,9.95,3,1
1068641,B0DZ2L25JG,9.95,3,1
1068804,B0BVWLQ6VQ,24.95,3,1
1068810,B0DSB75K8N,26.95,3,1
1068815,B0CC2B3H97,24.95,3,1
1068816,B0CC2B3H97,24.95,3,1
1068835,B0CYT98G87,4.95,3,1
1068834,B0CYT98G87,4.95,3,1
1068833,B0CYT98G87,4.95,3,1
1068832,B0CYT98G87,4.95,3,1
1068831,B0CYT98G87,4.95,3,1
1068830,B0CYT98G87,4.95,3,1
1068829,B0CYT98G87,4.95,3,1
1068828,B0CYT98G87,4.95,3,1
1068827,B0CYT98G87,4.95,3,1
1068826,B0CYT98G87,4.95,3,1
1068866,B0CYT98G87,4.95,3,1
1068867,B0CYT98G87,4.95,3,1
1068868,B0CYT98G87,4.95,3,1
1068869,B0CYT98G87,4.95,3,1
1068870,B0CYT98G87,4.95,3,1
1068871,B0CYT98G87,4.95,3,1
1068872,B0CYT98G87,4.95,3,1
1068873,B0CYT98G87,4.95,3,1
1068874,B0CYT98G87,4.95,3,1
1068875,B0CYT98G87,4.95,3,1
1068876,B0CYT98G87,4.95,3,1
1068877,B0CYT98G87,4.95,3,1
1068878,B0CYT98G87,4.95,3,1
1068906,B0CYT98G87,4.95,3,1
1068912,B0G1YDX1WX,34.95,3,1
1068913,B0CSNNLJ5L,34.95,3,1
1068910,B0FPF3QB77,24.95,3,1
1069511,B0CGRH4Z1Q,3.95,3,1
1069512,B0CGRH4Z1Q,3.95,3,1
1069513,B0CGRH4Z1Q,3.95,3,1
1069514,B0CGRH4Z1Q,3.95,3,1
1069515,B0CGRH4Z1Q,3.95,3,1
1069516,B0CGRH4Z1Q,3.95,3,1
1069517,B0CGRH4Z1Q,3.95,3,1
1069518,B0CGRH4Z1Q,3.95,3,1
1069519,B0CGRH4Z1Q,3.95,3,1
1069520,B0CGRH4Z1Q,3.95,3,1
1069521,B0DLMT3LN3,3.95,3,1
1069522,B0DLMT3LN3,3.95,3,1
1069523,B0DLMT3LN3,3.95,3,1
1069524,B0DLMT3LN3,3.95,3,1
1069525,B0DLMT3LN3,3.95,3,1
1069526,B0DLMT3LN3,3.95,3,1
1069527,B0DLMT3LN3,3.95,3,1
1069528,B0DLMT3LN3,3.95,3,1
1069529,B0DLMT3LN3,3.95,3,1
1069530,B0DLMT3LN3,3.95,3,1
1069531,B0DGL3QHRP,6.95,3,1
1069532,B0DGL3QHRP,6.95,3,1
1069533,B0DGL3QHRP,6.95,3,1
1069534,B0DGL3QHRP,6.95,3,1
1069535,B0DGL3QHRP,6.95,3,1
1069543,B09JC86WNK,12.95,3,1
1069536,B09JC86WNK,12.95,3,1
1069541,B09JC86WNK,12.95,3,1
1069537,B09JC86WNK,12.95,3,1
1069542,B09JC86WNK,12.95,3,1
1069540,B09JC86WNK,12.95,3,1
1069539,B09JC86WNK,12.95,3,1
1069538,B09JC86WNK,12.95,3,1
1069544,B0DTYXQTG7,16.95,3,1
1069545,B0DX6RNF4Q,2.95,3,1
1069546,B0DX6RNF4Q,2.95,3,1
1069547,B0DX6RNF4Q,2.95,3,1
1069548,B0DX6RNF4Q,2.95,3,1
1069549,B0DX6RNF4Q,2.95,3,1
1069550,B0DX6RNF4Q,2.95,3,1
